,Name,Url,Stargazer_Count,Total Releases,Age
348,antoniolg/androidmvp,https://github.com/antoniolg/androidmvp,5961,0,7
349,singwhatiwanna/dynamic-load-apk,https://github.com/singwhatiwanna/dynamic-load-apk,5958,0,7
350,react-native-svg/react-native-svg,https://github.com/react-native-svg/react-native-svg,5949,76,6
351,apache/tomcat,https://github.com/apache/tomcat,5921,0,10
352,sohutv/cachecloud,https://github.com/sohutv/cachecloud,5918,6,6
353,AsyncHttpClient/async-http-client,https://github.com/AsyncHttpClient/async-http-client,5917,0,11
354,wyouflf/xUtils3,https://github.com/wyouflf/xUtils3,5914,9,6
355,google/error-prone,https://github.com/google/error-prone,5903,17,7
356,real-logic/aeron,https://github.com/real-logic/aeron,5903,79,8
357,ityouknow/spring-cloud-examples,https://github.com/ityouknow/spring-cloud-examples,5877,0,4
358,google/j2objc,https://github.com/google/j2objc,5869,39,8
359,sshahine/JFoenix,https://github.com/sshahine/JFoenix,5811,0,6
360,springside/springside4,https://github.com/springside/springside4,5788,3,10
361,prolificinteractive/material-calendarview,https://github.com/prolificinteractive/material-calendarview,5768,22,7
362,ximsfei/Android-skin-support,https://github.com/ximsfei/Android-skin-support,5766,0,5
363,rest-assured/rest-assured,https://github.com/rest-assured/rest-assured,5764,0,11
364,Nightonke/BoomMenu,https://github.com/Nightonke/BoomMenu,5755,0,6
365,weibocom/motan,https://github.com/weibocom/motan,5754,17,5
366,rabbitmq/rabbitmq-tutorials,https://github.com/rabbitmq/rabbitmq-tutorials,5754,0,11
367,bytedeco/javacv,https://github.com/bytedeco/javacv,5752,8,7
368,wasabeef/richeditor-android,https://github.com/wasabeef/richeditor-android,5742,0,6
369,karatelabs/karate,https://github.com/karatelabs/karate,5741,43,5
370,testcontainers/testcontainers-java,https://github.com/testcontainers/testcontainers-java,5730,54,6
371,Devlight/InfiniteCycleViewPager,https://github.com/Devlight/InfiniteCycleViewPager,5723,2,5
372,JakeWharton/u2020,https://github.com/JakeWharton/u2020,5721,0,8
373,joelittlejohn/jsonschema2pojo,https://github.com/joelittlejohn/jsonschema2pojo,5691,58,8
374,PaperMC/Paper,https://github.com/PaperMC/Paper,5689,1,6
375,febsteam/FEBS-Shiro,https://github.com/febsteam/FEBS-Shiro,5686,0,4
376,mrniko/netty-socketio,https://github.com/mrniko/netty-socketio,5668,3,10
377,YunaiV/onemall,https://github.com/YunaiV/onemall,5662,0,2
378,twowaits/SDE-Interview-Questions,https://github.com/twowaits/SDE-Interview-Questions,5655,1,4
379,JakeWharton/DiskLruCache,https://github.com/JakeWharton/DiskLruCache,5654,0,10
380,daimajia/AndroidImageSlider,https://github.com/daimajia/AndroidImageSlider,5652,5,7
381,pentaho/pentaho-kettle,https://github.com/pentaho/pentaho-kettle,5642,1,8
382,nhaarman/ListViewAnimations,https://github.com/nhaarman/ListViewAnimations,5637,14,9
383,apache/zeppelin,https://github.com/apache/zeppelin,5612,0,6
384,wxiaoqi/Spring-Cloud-Platform,https://github.com/wxiaoqi/Spring-Cloud-Platform,5609,3,4
385,k0shk0sh/FastHub,https://github.com/k0shk0sh/FastHub,5603,63,5
386,lets-blade/blade,https://github.com/lets-blade/blade,5597,9,6
387,liyifeng1994/ssm,https://github.com/liyifeng1994/ssm,5591,0,5
388,amlcurran/ShowcaseView,https://github.com/amlcurran/ShowcaseView,5577,13,9
389,yarolegovich/DiscreteScrollView,https://github.com/yarolegovich/DiscreteScrollView,5569,2,5
390,dmytrodanylyk/circular-progress-button,https://github.com/dmytrodanylyk/circular-progress-button,5569,1,7
391,springfox/springfox,https://github.com/springfox/springfox,5549,12,9
392,lightbend/config,https://github.com/lightbend/config,5546,0,10
393,hongyangAndroid/FlowLayout,https://github.com/hongyangAndroid/FlowLayout,5543,0,6
394,jpush/aurora-imui,https://github.com/jpush/aurora-imui,5540,42,5
395,Alluxio/alluxio,https://github.com/Alluxio/alluxio,5537,53,9
396,MindorksOpenSource/from-java-to-kotlin,https://github.com/MindorksOpenSource/from-java-to-kotlin,5529,0,4
397,plantuml/plantuml,https://github.com/plantuml/plantuml,5524,9,11
398,h2pl/Java-Tutorial,https://github.com/h2pl/Java-Tutorial,5522,0,3
399,emilsjolander/StickyListHeaders,https://github.com/emilsjolander/StickyListHeaders,5521,16,10
400,knightliao/disconf,https://github.com/knightliao/disconf,5514,12,7
401,google/grafika,https://github.com/google/grafika,5505,1,8
402,alibaba/freeline,https://github.com/alibaba/freeline,5495,22,5
403,sockeqwe/mosby,https://github.com/sockeqwe/mosby,5478,15,6
404,haifengl/smile,https://github.com/haifengl/smile,5475,22,7
405,facebookarchive/rebound,https://github.com/facebookarchive/rebound,5468,10,8
406,527515025/springBoot,https://github.com/527515025/springBoot,5440,0,5
407,gzu-liyujiang/AndroidPicker,https://github.com/gzu-liyujiang/AndroidPicker,5438,50,6
408,dm77/barcodescanner,https://github.com/dm77/barcodescanner,5431,6,8
409,graphql-java/graphql-java,https://github.com/graphql-java/graphql-java,5429,40,6
410,robolectric/robolectric,https://github.com/robolectric/robolectric,5416,81,11
411,jgilfelt/SystemBarTint,https://github.com/jgilfelt/SystemBarTint,5395,3,8
412,apache/beam,https://github.com/apache/beam,5378,20,6
413,evernote/android-job,https://github.com/evernote/android-job,5373,31,6
414,amitshekhariitbhu/Fast-Android-Networking,https://github.com/amitshekhariitbhu/Fast-Android-Networking,5372,8,5
415,changmingxie/tcc-transaction,https://github.com/changmingxie/tcc-transaction,5366,4,6
416,evant/gradle-retrolambda,https://github.com/evant/gradle-retrolambda,5359,37,8
417,hanks-zyh/HTextView,https://github.com/hanks-zyh/HTextView,5341,0,6
418,dataease/dataease,https://github.com/dataease/dataease,5335,24,1
419,MinecraftForge/MinecraftForge,https://github.com/MinecraftForge/MinecraftForge,5331,0,10
420,JesusFreke/smali,https://github.com/JesusFreke/smali,5327,1,9
421,ja-netfilter/ja-netfilter,https://github.com/ja-netfilter/ja-netfilter,5297,1,0
422,XRecyclerView/XRecyclerView,https://github.com/XRecyclerView/XRecyclerView,5284,0,6
423,lucasr/twoway-view,https://github.com/lucasr/twoway-view,5272,0,9
424,commonsguy/cw-omnibus,https://github.com/commonsguy/cw-omnibus,5269,36,10
425,apache/dubbo-spring-boot-project,https://github.com/apache/dubbo-spring-boot-project,5262,13,4
426,micronaut-projects/micronaut-core,https://github.com/micronaut-projects/micronaut-core,5258,118,4
427,yixia/VitamioBundle,https://github.com/yixia/VitamioBundle,5253,0,9
428,Meituan-Dianping/Leaf,https://github.com/Meituan-Dianping/Leaf,5244,0,3
429,scribejava/scribejava,https://github.com/scribejava/scribejava,5240,7,11
430,yanzhenjie/SwipeRecyclerView,https://github.com/yanzhenjie/SwipeRecyclerView,5225,0,5
431,Clans/FloatingActionButton,https://github.com/Clans/FloatingActionButton,5209,14,6
432,square/otto,https://github.com/square/otto,5202,0,9
433,h6ah4i/android-advancedrecyclerview,https://github.com/h6ah4i/android-advancedrecyclerview,5198,1,7
434,Yalantis/Side-Menu.Android,https://github.com/Yalantis/Side-Menu.Android,5191,2,7
435,wuhaoyu1990/MagicCamera,https://github.com/wuhaoyu1990/MagicCamera,5187,0,6
436,Vedenin/useful-java-links,https://github.com/Vedenin/useful-java-links,5180,0,6
437,thinkaurelius/titan,https://github.com/thinkaurelius/titan,5172,0,10
438,xxv/android-lifecycle,https://github.com/xxv/android-lifecycle,5170,0,7
439,LawnchairLauncher/lawnchair,https://github.com/LawnchairLauncher/lawnchair,5168,34,5
440,motianhuo/wechat,https://github.com/motianhuo/wechat,5166,0,6
441,CameraKit/camerakit-android,https://github.com/CameraKit/camerakit-android,5155,17,5
442,KeepSafe/TapTargetView,https://github.com/KeepSafe/TapTargetView,5152,23,5
443,wasabeef/Blurry,https://github.com/wasabeef/Blurry,5146,0,6
444,datahub-project/datahub,https://github.com/datahub-project/datahub,5145,49,6
445,crazycodeboy/react-native-splash-screen,https://github.com/crazycodeboy/react-native-splash-screen,5135,12,5
446,Karumi/Dexter,https://github.com/Karumi/Dexter,5131,33,6
447,frohoff/ysoserial,https://github.com/frohoff/ysoserial,5089,0,7
448,yuliskov/SmartTubeNext,https://github.com/yuliskov/SmartTubeNext,5085,65,1
449,trinodb/trino,https://github.com/trinodb/trino,5083,0,3
450,junit-team/junit5,https://github.com/junit-team/junit5,5070,54,7
451,journeyapps/zxing-android-embedded,https://github.com/journeyapps/zxing-android-embedded,5046,9,9
452,frogermcs/InstaMaterial,https://github.com/frogermcs/InstaMaterial,5036,1,7
453,careercup/ctci,https://github.com/careercup/ctci,5031,0,8
454,alibaba/UltraViewPager,https://github.com/alibaba/UltraViewPager,5030,10,4
455,mapstruct/mapstruct,https://github.com/mapstruct/mapstruct,5024,21,9
456,TommyLemon/Android-ZBLibrary,https://github.com/TommyLemon/Android-ZBLibrary,5021,25,6
457,flowable/flowable-engine,https://github.com/flowable/flowable-engine,5018,20,5
458,awsdocs/aws-doc-sdk-examples,https://github.com/awsdocs/aws-doc-sdk-examples,5013,0,5
459,wequick/Small,https://github.com/wequick/Small,5011,25,6
460,Trinea/android-common,https://github.com/Trinea/android-common,4996,1,9
461,btraceio/btrace,https://github.com/btraceio/btrace,4990,28,7
462,spring-attic/spring-mvc-showcase,https://github.com/spring-attic/spring-mvc-showcase,4987,0,10
463,traex/RippleEffect,https://github.com/traex/RippleEffect,4963,0,7
464,alibaba/transmittable-thread-local,https://github.com/alibaba/transmittable-thread-local,4958,49,8
465,amitshekhariitbhu/RxJava2-Android-Samples,https://github.com/amitshekhariitbhu/RxJava2-Android-Samples,4955,0,5
466,orhanobut/dialogplus,https://github.com/orhanobut/dialogplus,4953,9,7
467,wiremock/wiremock,https://github.com/wiremock/wiremock,4939,1,10
468,yipianfengye/android-zxingLibrary,https://github.com/yipianfengye/android-zxingLibrary,4914,0,5
469,Devlight/NavigationTabBar,https://github.com/Devlight/NavigationTabBar,4913,13,5
470,facebook/shimmer-android,https://github.com/facebook/shimmer-android,4911,5,7
471,hibernate/hibernate-orm,https://github.com/hibernate/hibernate-orm,4894,16,11
472,danikula/AndroidVideoCache,https://github.com/danikula/AndroidVideoCache,4892,20,6
473,mybatis/generator,https://github.com/mybatis/generator,4891,10,9
474,quartz-scheduler/quartz,https://github.com/quartz-scheduler/quartz,4891,2,6
475,socketio/socket.io-client-java,https://github.com/socketio/socket.io-client-java,4882,3,8
476,Ramotion/folding-cell-android,https://github.com/Ramotion/folding-cell-android,4870,0,5
477,rubensousa/GravitySnapHelper,https://github.com/rubensousa/GravitySnapHelper,4860,14,5
478,ffay/lanproxy,https://github.com/ffay/lanproxy,4858,1,5
479,andkulikov/Transitions-Everywhere,https://github.com/andkulikov/Transitions-Everywhere,4855,23,7
480,AriaLyy/Aria,https://github.com/AriaLyy/Aria,4842,26,6
481,jOOQ/jOOQ,https://github.com/jOOQ/jOOQ,4834,0,10
482,confluentinc/ksql,https://github.com/confluentinc/ksql,4827,8,5
483,claritylab/lucida,https://github.com/claritylab/lucida,4826,0,7
484,alibaba/jvm-sandbox,https://github.com/alibaba/jvm-sandbox,4808,12,4
485,raphw/byte-buddy,https://github.com/raphw/byte-buddy,4796,246,8
486,etsy/AndroidStaggeredGrid,https://github.com/etsy/AndroidStaggeredGrid,4789,7,8
487,DingMouRen/LayoutManagerGroup,https://github.com/DingMouRen/LayoutManagerGroup,4784,0,3
488,Nepxion/Discovery,https://github.com/Nepxion/Discovery,4769,112,3
489,google/google-authenticator,https://github.com/google/google-authenticator,4769,0,7
490,JodaOrg/joda-time,https://github.com/JodaOrg/joda-time,4764,35,10
491,mcxiaoke/packer-ng-plugin,https://github.com/mcxiaoke/packer-ng-plugin,4753,1,6
492,hazelcast/hazelcast,https://github.com/hazelcast/hazelcast,4752,166,9
493,ankidroid/Anki-Android,https://github.com/ankidroid/Anki-Android,4743,986,9
494,google/cameraview,https://github.com/google/cameraview,4737,0,5
495,saiwu-bigkoo/Android-ConvenientBanner,https://github.com/saiwu-bigkoo/Android-ConvenientBanner,4730,0,7
496,gabrielemariotti/cardslib,https://github.com/gabrielemariotti/cardslib,4720,27,8
497,opensearch-project/OpenSearch,https://github.com/opensearch-project/OpenSearch,4716,12,1
498,pardom-zz/ActiveAndroid,https://github.com/pardom-zz/ActiveAndroid,4716,0,9
499,huangyanbin/smartTable,https://github.com/huangyanbin/smartTable,4708,44,4
500,vavr-io/vavr,https://github.com/vavr-io/vavr,4706,17,8
501,getActivity/AndroidProject,https://github.com/getActivity/AndroidProject,4690,17,3
502,razerdp/BasePopup,https://github.com/razerdp/BasePopup,4682,15,6
503,hongyangAndroid/baseAdapter,https://github.com/hongyangAndroid/baseAdapter,4668,0,6
504,gephi/gephi,https://github.com/gephi/gephi,4664,13,10
505,wdullaer/MaterialDateTimePicker,https://github.com/wdullaer/MaterialDateTimePicker,4644,54,7
506,youlookwhat/CloudReader,https://github.com/youlookwhat/CloudReader,4642,25,5
507,square/sqlbrite,https://github.com/square/sqlbrite,4636,9,7
508,auth0/java-jwt,https://github.com/auth0/java-jwt,4621,32,8
509,OpenTSDB/opentsdb,https://github.com/OpenTSDB/opentsdb,4620,26,11
510,macrozheng/springcloud-learning,https://github.com/macrozheng/springcloud-learning,4616,0,2
511,hustcc/JS-Sorting-Algorithm,https://github.com/hustcc/JS-Sorting-Algorithm,4604,0,5
512,go-lang-plugin-org/go-lang-idea-plugin,https://github.com/go-lang-plugin-org/go-lang-idea-plugin,4602,21,11
513,microg/GmsCore,https://github.com/microg/GmsCore,4601,26,7
514,zhaojun1998/zfile,https://github.com/zhaojun1998/zfile,4599,39,2
515,alipay/SoloPi,https://github.com/alipay/SoloPi,4594,7,3
516,danielzeller/Depth-LIB-Android-,https://github.com/danielzeller/Depth-LIB-Android-,4586,0,5
517,SplashCodes/JAViewer,https://github.com/SplashCodes/JAViewer,4576,10,5
518,chentao0707/SimplifyReader,https://github.com/chentao0707/SimplifyReader,4576,0,6
519,baidu/uid-generator,https://github.com/baidu/uid-generator,4566,0,4
520,ElderDrivers/EdXposed,https://github.com/ElderDrivers/EdXposed,4558,27,3
521,kyleduo/SwitchButton,https://github.com/kyleduo/SwitchButton,4558,0,7
522,fuzhengwei/itstack-demo-design,https://github.com/fuzhengwei/itstack-demo-design,4554,0,1
523,jgilfelt/chuck,https://github.com/jgilfelt/chuck,4552,5,5
524,lingochamp/okdownload,https://github.com/lingochamp/okdownload,4549,8,4
525,spring-cloud/spring-cloud-netflix,https://github.com/spring-cloud/spring-cloud-netflix,4541,2,7
526,Flipboard/bottomsheet,https://github.com/Flipboard/bottomsheet,4536,10,6
527,techGay/v9porn,https://github.com/techGay/v9porn,4536,9,3
528,spring-projects/spring-security-oauth,https://github.com/spring-projects/spring-security-oauth,4535,0,10
529,romandanylyk/PageIndicatorView,https://github.com/romandanylyk/PageIndicatorView,4526,14,5
530,JakeWharton/NineOldAndroids,https://github.com/JakeWharton/NineOldAndroids,4524,0,10
531,jdamcd/android-crop,https://github.com/jdamcd/android-crop,4523,6,8
532,nisrulz/android-tips-tricks,https://github.com/nisrulz/android-tips-tricks,4514,0,5
533,sofastack/sofa-boot,https://github.com/sofastack/sofa-boot,4511,50,3
534,pili-engineering/PLDroidPlayer,https://github.com/pili-engineering/PLDroidPlayer,4507,41,6
535,zhanghai/Douya,https://github.com/zhanghai/Douya,4505,11,6
536,Jasonchenlijian/FastBle,https://github.com/Jasonchenlijian/FastBle,4495,9,5
537,lettuce-io/lettuce-core,https://github.com/lettuce-io/lettuce-core,4478,99,7
538,jankotek/mapdb,https://github.com/jankotek/mapdb,4477,0,9
539,apache/groovy,https://github.com/apache/groovy,4455,0,6
540,square/android-times-square,https://github.com/square/android-times-square,4449,0,9
541,alibaba/dexposed,https://github.com/alibaba/dexposed,4436,0,6
542,HotBitmapGG/bilibili-android-client,https://github.com/HotBitmapGG/bilibili-android-client,4433,1,5
543,castorflex/SmoothProgressBar,https://github.com/castorflex/SmoothProgressBar,4429,9,8
544,orientechnologies/orientdb,https://github.com/orientechnologies/orientdb,4427,180,9
545,apache/hbase,https://github.com/apache/hbase,4404,19,7
546,puniverse/quasar,https://github.com/puniverse/quasar,4395,18,8
547,spring-projects/spring-data-examples,https://github.com/spring-projects/spring-data-examples,4387,0,8
548,google/google-java-format,https://github.com/google/google-java-format,4377,17,6
549,JanusGraph/janusgraph,https://github.com/JanusGraph/janusgraph,4371,20,5
550,MindorksOpenSource/android-mvp-architecture,https://github.com/MindorksOpenSource/android-mvp-architecture,4367,0,5
551,firebase/FirebaseUI-Android,https://github.com/firebase/FirebaseUI-Android,4365,63,6
552,deathmarine/Luyten,https://github.com/deathmarine/Luyten,4363,17,8
553,mcxiaoke/android-volley,https://github.com/mcxiaoke/android-volley,4350,0,8
554,reactive-streams/reactive-streams-jvm,https://github.com/reactive-streams/reactive-streams-jvm,4324,0,8
555,2227324689/gpmall,https://github.com/2227324689/gpmall,4324,0,2
556,youtube/api-samples,https://github.com/youtube/api-samples,4316,0,8
557,cglib/cglib,https://github.com/cglib/cglib,4313,15,7
558,Ashok-Varma/BottomNavigation,https://github.com/Ashok-Varma/BottomNavigation,4308,16,6
559,CodingDocs/springboot-guide,https://github.com/CodingDocs/springboot-guide,4303,0,3
560,roncoo/roncoo-pay,https://github.com/roncoo/roncoo-pay,4291,0,5
561,aporter/coursera-android,https://github.com/aporter/coursera-android,4289,0,8
562,bingoogolapple/BGARefreshLayout-Android,https://github.com/bingoogolapple/BGARefreshLayout-Android,4272,4,6
563,kiegroup/drools,https://github.com/kiegroup/drools,4270,0,11
564,Tencent/GT,https://github.com/Tencent/GT,4265,3,6
565,zuihou/lamp-cloud,https://github.com/zuihou/lamp-cloud,4262,0,4
566,yasserg/crawler4j,https://github.com/yasserg/crawler4j,4245,3,10
567,bitcoinj/bitcoinj,https://github.com/bitcoinj/bitcoinj,4243,1,8
568,robinhood/ticker,https://github.com/robinhood/ticker,4241,9,5
569,hansonwang99/Spring-Boot-In-Action,https://github.com/hansonwang99/Spring-Boot-In-Action,4231,0,3
570,jeasonlzy/ImagePicker,https://github.com/jeasonlzy/ImagePicker,4228,5,6
571,natario1/CameraView,https://github.com/natario1/CameraView,4224,42,4
572,cabaletta/baritone,https://github.com/cabaletta/baritone,4218,61,3
573,awangdev/LintCode,https://github.com/awangdev/LintCode,4213,0,6
574,javagrowing/JGrowing,https://github.com/javagrowing/JGrowing,4211,0,3
575,Netflix/ribbon,https://github.com/Netflix/ribbon,4199,41,9
576,zhanglei-workspace/shopping-management-system,https://github.com/zhanglei-workspace/shopping-management-system,4188,0,6
577,apache/hive,https://github.com/apache/hive,4181,0,12
578,apache/camel,https://github.com/apache/camel,4178,0,12
579,grantland/android-autofittextview,https://github.com/grantland/android-autofittextview,4177,1,11
580,CellularPrivacy/Android-IMSI-Catcher-Detector,https://github.com/CellularPrivacy/Android-IMSI-Catcher-Detector,4164,48,8
581,Meituan-Dianping/Robust,https://github.com/Meituan-Dianping/Robust,4162,13,5
582,Genymobile/gnirehtet,https://github.com/Genymobile/gnirehtet,4156,11,5
583,airbnb/DeepLinkDispatch,https://github.com/airbnb/DeepLinkDispatch,4145,22,6
584,Jacksgong/JKeyboardPanelSwitch,https://github.com/Jacksgong/JKeyboardPanelSwitch,4126,14,6
585,pedrovgs/AndroidWiFiADB,https://github.com/pedrovgs/AndroidWiFiADB,4124,8,6
586,hugeterry/CoordinatorTabLayout,https://github.com/hugeterry/CoordinatorTabLayout,4118,0,5
587,ZHENFENG13/spring-boot-projects,https://github.com/ZHENFENG13/spring-boot-projects,4113,0,4
588,cjlin1/libsvm,https://github.com/cjlin1/libsvm,4111,0,8
589,ChadCSong/ShineButton,https://github.com/ChadCSong/ShineButton,4111,2,5
590,AntennaPod/AntennaPod,https://github.com/AntennaPod/AntennaPod,4104,43,9
591,codingapi/tx-lcn,https://github.com/codingapi/tx-lcn,4104,14,4
592,javaparser/javaparser,https://github.com/javaparser/javaparser,4101,32,10
593,LSPosed/LSPosed,https://github.com/LSPosed/LSPosed,4100,29,1
594,apache/ignite,https://github.com/apache/ignite,4097,0,7
595,Exrick/xpay,https://github.com/Exrick/xpay,4091,0,4
596,apache/rocketmq-externals,https://github.com/apache/rocketmq-externals,4080,0,5
597,android/views-widgets-samples,https://github.com/android/views-widgets-samples,4078,0,2
598,baoyachi/StepView,https://github.com/baoyachi/StepView,4077,13,5
599,bingoogolapple/BGABanner-Android,https://github.com/bingoogolapple/BGABanner-Android,4076,0,7
600,ronmamo/reflections,https://github.com/ronmamo/reflections,4061,3,8
601,alibaba/Tangram-Android,https://github.com/alibaba/Tangram-Android,4055,38,4
602,rubensousa/ViewPagerCards,https://github.com/rubensousa/ViewPagerCards,4052,0,5
603,coobird/thumbnailator,https://github.com/coobird/thumbnailator,4042,0,6
604,ThirtyDegreesRay/OpenHub,https://github.com/ThirtyDegreesRay/OpenHub,4038,31,4
605,Yalantis/Phoenix,https://github.com/Yalantis/Phoenix,4037,1,7
606,ongakuer/CircleIndicator,https://github.com/ongakuer/CircleIndicator,4031,7,7
607,stleary/JSON-java,https://github.com/stleary/JSON-java,4028,14,11
608,makovkastar/FloatingActionButton,https://github.com/makovkastar/FloatingActionButton,4025,0,7
609,Netflix/conductor,https://github.com/Netflix/conductor,4025,279,5
610,dinuscxj/LoadingDrawable,https://github.com/dinuscxj/LoadingDrawable,4022,0,5
611,reactor/reactor-core,https://github.com/reactor/reactor-core,4019,111,6
612,brianfrankcooper/YCSB,https://github.com/brianfrankcooper/YCSB,4018,55,11
613,iNPUTmice/Conversations,https://github.com/iNPUTmice/Conversations,4016,101,8
614,objectbox/objectbox-java,https://github.com/objectbox/objectbox-java,3994,29,5
615,azkaban/azkaban,https://github.com/azkaban/azkaban,3991,48,9
616,BoltsFramework/Bolts-Android,https://github.com/BoltsFramework/Bolts-Android,3986,11,8
617,phishman3579/java-algorithms-implementation,https://github.com/phishman3579/java-algorithms-implementation,3979,0,8
618,Heeexy/SpringBoot-Shiro-Vue,https://github.com/Heeexy/SpringBoot-Shiro-Vue,3971,0,4
619,rengwuxian/RxJavaSamples,https://github.com/rengwuxian/RxJavaSamples,3969,3,5
620,yhaolpz/FloatWindow,https://github.com/yhaolpz/FloatWindow,3968,9,4
621,qstumn/BadgeView,https://github.com/qstumn/BadgeView,3966,5,5
622,alibaba/jstorm,https://github.com/alibaba/jstorm,3943,22,8
623,bjmashibing/InternetArchitect,https://github.com/bjmashibing/InternetArchitect,3938,0,2
624,chewiebug/GCViewer,https://github.com/chewiebug/GCViewer,3937,5,10
625,lcodecorex/TwinklingRefreshLayout,https://github.com/lcodecorex/TwinklingRefreshLayout,3936,0,6
626,brianway/java-learning,https://github.com/brianway/java-learning,3925,0,6
627,Manabu-GT/ExpandableTextView,https://github.com/Manabu-GT/ExpandableTextView,3922,4,7
628,CalebFenton/simplify,https://github.com/CalebFenton/simplify,3922,9,8
629,JoanZapata/android-iconify,https://github.com/JoanZapata/android-iconify,3916,0,8
630,meefik/linuxdeploy,https://github.com/meefik/linuxdeploy,3914,37,9
631,citerus/dddsample-core,https://github.com/citerus/dddsample-core,3910,0,7
632,bisq-network/bisq,https://github.com/bisq-network/bisq,3906,120,8
633,Doikki/DKVideoPlayer,https://github.com/Doikki/DKVideoPlayer,3905,30,4
634,xcltapestry/XCL-Charts,https://github.com/xcltapestry/XCL-Charts,3900,0,7
635,luckybilly/CC,https://github.com/luckybilly/CC,3895,0,4
636,JZ-Darkal/AndroidHttpCapture,https://github.com/JZ-Darkal/AndroidHttpCapture,3892,1,5
637,rstudio/rstudio,https://github.com/rstudio/rstudio,3892,0,11
638,dreamhead/moco,https://github.com/dreamhead/moco,3886,0,9
639,jeremylong/DependencyCheck,https://github.com/jeremylong/DependencyCheck,3873,27,9
640,aurelhubert/ahbottomnavigation,https://github.com/aurelhubert/ahbottomnavigation,3872,14,6
641,oblac/jodd,https://github.com/oblac/jodd,3872,37,9
642,Piasy/BigImageViewer,https://github.com/Piasy/BigImageViewer,3859,0,5
643,apache/pinot,https://github.com/apache/pinot,3855,15,7
644,Freeyourgadget/Gadgetbridge,https://github.com/Freeyourgadget/Gadgetbridge,3853,0,7
645,vespa-engine/vespa,https://github.com/vespa-engine/vespa,3840,12,5
646,orhanobut/hawk,https://github.com/orhanobut/hawk,3839,22,7
647,oldmanpushcart/greys-anatomy,https://github.com/oldmanpushcart/greys-anatomy,3836,0,9
648,bluelinelabs/Conductor,https://github.com/bluelinelabs/Conductor,3833,19,6
649,tuguangquan/mybatis,https://github.com/tuguangquan/mybatis,3821,0,7
650,dromara/hmily,https://github.com/dromara/hmily,3821,0,4
651,roboguice/roboguice,https://github.com/roboguice/roboguice,3817,0,9
652,react-native-webrtc/react-native-webrtc,https://github.com/react-native-webrtc/react-native-webrtc,3815,42,6
653,hussien89aa/AndroidTutorialForBeginners,https://github.com/hussien89aa/AndroidTutorialForBeginners,3810,0,5
654,web3j/web3j,https://github.com/web3j/web3j,3797,94,5
655,MiguelCatalan/MaterialSearchView,https://github.com/MiguelCatalan/MaterialSearchView,3795,6,6
656,pmd/pmd,https://github.com/pmd/pmd,3781,73,9
657,bytedeco/javacpp,https://github.com/bytedeco/javacpp,3781,8,7
658,itwanger/JavaBooks,https://github.com/itwanger/JavaBooks,3775,0,1
659,eirslett/frontend-maven-plugin,https://github.com/eirslett/frontend-maven-plugin,3769,0,8
660,apache/shiro,https://github.com/apache/shiro,3764,0,12
661,TeamAmaze/AmazeFileManager,https://github.com/TeamAmaze/AmazeFileManager,3758,58,7
662,powermock/powermock,https://github.com/powermock/powermock,3758,16,7
663,microsoft/malmo,https://github.com/microsoft/malmo,3757,21,5
664,databricks/learning-spark,https://github.com/databricks/learning-spark,3741,0,7
665,zzhoujay/RichText,https://github.com/zzhoujay/RichText,3735,0,6
666,j-easy/easy-rules,https://github.com/j-easy/easy-rules,3735,10,9
667,Javen205/IJPay,https://github.com/Javen205/IJPay,3731,23,4
668,timehop/sticky-headers-recyclerview,https://github.com/timehop/sticky-headers-recyclerview,3723,0,7
669,M66B/NetGuard,https://github.com/M66B/NetGuard,3716,134,6
670,yanzhenjie/NoHttp,https://github.com/yanzhenjie/NoHttp,3714,0,6
671,didi/LogiKM,https://github.com/didi/LogiKM,3709,13,2
672,querydsl/querydsl,https://github.com/querydsl/querydsl,3709,34,10
673,lzyzsd/CircleProgress,https://github.com/lzyzsd/CircleProgress,3700,0,7
674,xuexiangjys/XUI,https://github.com/xuexiangjys/XUI,3697,21,3
675,pqpo/SmartCropper,https://github.com/pqpo/SmartCropper,3696,13,4
676,willowtreeapps/spruce-android,https://github.com/willowtreeapps/spruce-android,3691,3,5
677,LWJGL/lwjgl3,https://github.com/LWJGL/lwjgl3,3680,16,9
678,failsafe-lib/failsafe,https://github.com/failsafe-lib/failsafe,3678,0,6
679,amirzaidi/Launcher3,https://github.com/amirzaidi/Launcher3,3672,22,4
680,subhra74/xdm,https://github.com/subhra74/xdm,3659,3,4
681,yangfuhai/ASimpleCache,https://github.com/yangfuhai/ASimpleCache,3654,0,8
682,YunaiV/ruoyi-vue-pro,https://github.com/YunaiV/ruoyi-vue-pro,3652,8,1
683,tiann/epic,https://github.com/tiann/epic,3650,5,4
684,binIoter/GuideView,https://github.com/binIoter/GuideView,3641,0,5
685,Col-E/Recaf,https://github.com/Col-E/Recaf,3638,167,4
686,huanghongxun/HMCL,https://github.com/huanghongxun/HMCL,3633,177,6
687,ryanhoo/StylishMusicPlayer,https://github.com/ryanhoo/StylishMusicPlayer,3627,0,5
688,rockerhieu/emojicon,https://github.com/rockerhieu/emojicon,3618,2,8
689,sunfusheng/MarqueeView,https://github.com/sunfusheng/MarqueeView,3616,0,5
690,litesuits/android-common,https://github.com/litesuits/android-common,3615,0,7
